"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3"
"370025","MUSKOGEE REGIONAL MEDICAL CENTER","300 ROCKEFELLER DRIVE","","","MUSKOGEE","OK","74401","MUSKOGEE","9186825501","100","211","","95","75","","91","175",""
"180004","MUHLENBERG COMMUNITY HOSPITAL","440 HOPKINSVILLE STREET","","","GREENVILLE","KY","42345","MUHLENBERG","2703388000","92","49","","92","13","The number of cases is too small to reliably tell how well a hospital is performing","89","38",""
"390236","MEMORIAL HOSPITAL, INC  TOWANDA","91 HOSPITAL DRIVE","","","TOWANDA","PA","18848","BRADFORD","5702652191","96","26","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","18","The number of cases is too small to reliably tell how well a hospital is performing"
"150059","RIVERVIEW HOSPITAL","395 WESTFIELD RD","","","NOBLESVILLE","IN","46060","HAMILTON","3177767108","97","114","","100","31","","97","79",""
"52003F","MILWAUKEE VA MEDICAL CENTER","5000 W. NATIONAL AVENUE","","","MILWAUKEE                     ","WI","53295","MILWAUKEE","4143842000","100","224","","94","64","","100","210",""
"490093","SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE","","","HAMPTON","VA","23666","HAMPTON CITY","7577361000","100","319","","98","106","","98","273",""
"241369","UNITED HOSPITAL DISTRICT","515 SOUTH MOORE STREET, PO BOX 160","","","BLUE EARTH","MN","56013","FARIBAULT","5075263273","77","22","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","67","12","The number of cases is too small to reliably tell how well a hospital is performing"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","","","GENEVA","IL","60134","KANE","6302083000","100","147","","100","22","The number of cases is too small to reliably tell how well a hospital is performing","95","119",""
"100076","METROPOLITAN HOSPITAL OF MIAMI","5959 NW 7TH ST","","","MIAMI","FL","33126","MIAMI-DADE","3052641000","93","164","","97","77","","100","157",""
"281359","MEMORIAL COMMUNITY HOSPITAL","810 NORTH 22ND ST","","","BLAIR","NE","68008","WASHINGTON","4024262182","100","17","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"280003","BRYANLGH MEDICAL CENTER","1600 SOUTH 48TH ST","","","LINCOLN","NE","68506","LANCASTER","4024890200","100","321","","100","107","","91","255",""
"141344","LAWRENCE COUNTY MEMORIAL HOSPITAL","2200 W STATE ST","","","LAWRENCEVILLE","IL","62439","LAWRENCE","6189431000","72","36","","92","12","The number of cases is too small to reliably tell how well a hospital is performing","18","17","The number of cases is too small to reliably tell how well a hospital is performing"
"223302","BOSTON CHILDREN'S HOSPITAL","300 LONGWOOD AVENUE","","","BOSTON","MA","02115","SUFFOLK","6177356000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"160028","ALEGENT HEALTH MERCY HOSPITAL","800 MERCY DRIVE","","","COUNCIL BLUFFS","IA","51503","POTTAWATTAMIE","7123285000","100","131","","96","28","","100","111",""
"230207","MCLAREN OAKLAND","50 NORTH PERRY","","","PONTIAC","MI","48342","OAKLAND","2483385000","97","193","","98","58","","76","152",""
"330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","","","ONEIDA","NY","13421","MADISON","3153636000","100","60","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","17","The number of cases is too small to reliably tell how well a hospital is performing","87","39","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","","","WHEELING","WV","26003","OHIO","3042340123","96","113","","93","43","","99","90",""
"230101","ST FRANCIS HOSPITAL","3401 LUDINGTON ST","","","ESCANABA","MI","49829","DELTA","9067863311","100","53","","100","17","The number of cases is too small to reliably tell how well a hospital is performing","98","41",""
"350064","STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL","10 NORTH RIVER ROAD","","","FORT YATES","ND","58538","SIOUX","7018543831","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","","","RICHLAND","WA","99352","BENTON","5099464611","100","233","","93","90","","91","198",""
"260064","AUDRAIN MEDICAL CENTER","620 E MONROE","","","MEXICO","MO","65265","AUDRAIN","5735825000","96","112","","78","27","","88","75",""
"400044","SAN LUKE'S MEMORIAL HOSPITAL INC","TITO CASTRO AVE #917","","","PONCE","PR","00733","PONCE","7878442080","88","412","","89","106","","100","412",""
"101301","SHANDS LIVE OAK REGIONAL MEDICAL CENTER","1100 SW 11TH ST","","","LIVE OAK","FL","32060","SUWANNEE","9043621413","85","68","","65","17","The number of cases is too small to reliably tell how well a hospital is performing","80","40",""
"390133","LEHIGH VALLEY HOSPITAL","PO BOX 689","","","ALLENTOWN","PA","18105","LEHIGH","6104022273","100","1043","","99","266","","96","825",""
"220062","ADCARE HOSPITAL OF WORCESTER INC","107 LINCOLN STREET","","","WORCESTER","MA","01605","WORCESTER","5087999000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","","","SMITHVILLE","TN","37166","DEKALB","6152155000","98","48","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","77","31",""
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","","","JEFFERSONVILLE","IN","47130","CLARK","8122832142","99","319","","92","75","","93","239",""
"050357","GOLETA VALLEY COTTAGE HOSPITAL","351 S PATTERSON AVE","","","SANTA BARBARA","CA","93111","SANTA BARBARA","8056816446","100","15","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","92","12","The number of cases is too small to reliably tell how well a hospital is performing"
"051306","GLENN MEDICAL CENTER","1133 W SYCAMORE ST","","","WILLOWS","CA","95988","GLENN","5309341818","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"371303","ROGER MILLS MEMORIAL HOSPITAL","501 SOUTH L L MALES AVENUE","","","CHEYENNE","OK","73628","ROGER MILLS","5804973336","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"050224","HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ONE HOAG DRIVE","","","NEWPORT BEACH","CA","92663","ORANGE","9496458600","100","329","","98","105","","95","252",""
"320070","DHHS USPHS INDIAN HEALTH SERVICES","EXIT #102 OFF I-40 1/2 MILE SOUTH","","","SAN FIDEL","NM","87049","CIBOLA","5055525300","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"210032","UNION HOSPITAL OF CECIL COUNTY","106 BOW STREET","","","ELKTON","MD","21921","CECIL","4103927009","99","167","","100","49","","95","118",""
"520138","AURORA ST LUKES MEDICAL CENTER","2900 W OKLAHOMA AVE","","","MILWAUKEE","WI","53215","MILWAUKEE","4146496000","100","1262","","97","455","","91","1095",""
"480002","GOV JUAN F LUIS HOSPITAL & MEDICAL CTR","#4007 EST DIAMOND RUBY, CHRISTIANSTED","","","ST CROIX","VI","00820","SAINT CROIX","3407786311","100","99","","100","50","","100","99",""
"171322","HAMILTON COUNTY HOSPITAL","700 NORTH HUSER","","","SYRACUSE","KS","67878","HAMILTON","6203847461","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"070027","MANCHESTER MEMORIAL HOSPITAL","71 HAYNES ST","","","MANCHESTER","CT","06040","HARTFORD","8606474780","99","164","","97","30","","93","120",""
"281303","NIOBRARA VALLEY HOSPITAL","P O BOX 118, 401 SOUTH 5TH STREET","","","LYNCH","NE","68746","BOYD","4025692451","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"500003","SKAGIT VALLEY HOSPITAL","1415 KINCAID STREET","","","MOUNT VERNON","WA","98274","SKAGIT","3604244111","100","160","","98","44","","93","131",""
"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","","","SHELBYVILLE","TN","37160","BEDFORD","9316855433","100","71","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","28","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","59","The hospital indicated that the data submitted for this measure were based on a sample of cases"
