"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","","","LITTLE ROCK","AR","72205","PULASKI","5012022000","99","160","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","137","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","","","LACONIA","NH","03246","BELKNAP","6035243211","97","87","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","71","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050570","FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","17100 EUCLID STREET","","","FOUNTAIN VALLEY","CA","92708","ORANGE","7149667200","98","186","","96","131",""
"390133","LEHIGH VALLEY HOSPITAL","PO BOX 689","","","ALLENTOWN","PA","18105","LEHIGH","6104022273","98","632","","96","329",""
"450475","ETMC HENDERSON","300 WILSON STREET","","","HENDERSON","TX","75652","RUSK","9036577541","96","53","","91","46",""
"360155","SOUTHWEST GENERAL HEALTH CENTER","18697 BAGLEY ROAD","","","MIDDLEBURG HEIGHTS","OH","44130","CUYAHOGA","4408168000","97","469","","96","222",""
"210060","FORT WASHINGTON HOSPITAL","11711 LIVINGSTON ROAD","","","FORT WASHINGTON","MD","20744","PRINCE GEORGES","3012927000","91","87","","92","25",""
"241340","ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER","5211 HIGHWAY 110","","","AURORA","MN","55705","SAINT LOUIS","2182292211","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"370190","SOUTHWESTERN REGIONAL MEDICAL CENTER","10109 EAST 79TH STREET SOUTH","","","TULSA","OK","74133","TULSA","9184965000","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"190007","NATCHITOCHES REGIONAL MEDICAL CENTER","501 KEYSER AVE","","","NATCHITOCHES","LA","71457","NATCHITOCHES","3182144200","93","74","","88","69",""
"231313","HARBOR BEACH COMMUNITY HOSPITAL","210 S FIRST ST","","","HARBOR BEACH","MI","48441","HURON","9894793201","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","","","LOMA LINDA                    ","CA","92357","SAN BERNARDINO","9098257084","99","172","","100","43",""
"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","","","MOUNT VERNON","IL","62864","JEFFERSON","6182445500","98","113","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","60","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"070018","GREENWICH HOSPITAL ASSOCIATION","5 PERRYRIDGE RD","","","GREENWICH","CT","06830","FAIRFIELD","2038633000","96","164","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","83","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"281304","THAYER COUNTY HEALTH SERVICES","120 PARK AVE","","","HEBRON","NE","68370","THAYER","4027686041","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"050751","MIRACLE MILE MEDICAL CENTER","6000 SAN VICENTE BLVD","","","LOS ANGELES","CA","90036","LOS ANGELES","3239301040","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","","","BASTROP","LA","71220","MOREHOUSE","3182833600","89","82","","84","51",""
"281360","BOX BUTTE GENERAL HOSPITAL","P O BOX 810, 2101 BOX BUTTE AVE","","","ALLIANCE","NE","69301","BOX BUTTE","3087626660","96","28","","88","43",""
"240076","BUFFALO HOSPITAL","303 CATLIN ST","","","BUFFALO","MN","55313","WRIGHT","7636841212","97","59","","98","42",""
"061325","PIONEERS MEDICAL CENTER","345 CLEVELAND STREET","","","MEEKER","CO","81641","RIO BLANCO","9708785047","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"440186","RIVERVIEW REGIONAL MEDICAL CENTER SOUTH","158 HOSPITAL DRIVE","","","CARTHAGE","TN","37030","SMITH","6157351560","100","68","","93","44",""
"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","","","DALTON","GA","30720","WHITFIELD","7062726105","99","339","","95","173",""
"351324","MERCY HOSPITAL OF VALLEY CITY","570 CHAUTAUQUA BLVD","","","VALLEY CITY","ND","58072","BARNES","7018456400","100","15","The number of cases is too small to reliably tell how well a hospital is performing","90","20","The number of cases is too small to reliably tell how well a hospital is performing"
"241311","SIBLEY MEDICAL CENTER","601 WEST CHANDLER","","","ARLINGTON","MN","55307","SIBLEY","5079642271","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","64","14","The number of cases is too small to reliably tell how well a hospital is performing"
"501305","LINCOLN HOSPITAL","10 NICHOLS STREET","","","DAVENPORT","WA","99122","LINCOLN","5097257101","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","34",""
"451378","BIG BEND REGIONAL MEDICAL CENTER","2600 HIGHWAY 118 NORTH","","","ALPINE","TX","79830","BREWSTER","4328373447","100","23","The number of cases is too small to reliably tell how well a hospital is performing","100","21","The number of cases is too small to reliably tell how well a hospital is performing"
"110142","EVANS MEMORIAL HOSPITAL","200 N RIVER STREET","","","CLAXTON","GA","30417","EVANS","9127395105","97","38","","89","38",""
"490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","","","ALEXANDRIA","VA","22306","FAIRFAX","7036647105","99","79","","92","65",""
"450596","LAKE GRANBURY MEDICAL CENTER","1310 PALUXY RD","","","GRANBURY","TX","76048","HOOD","8175732683","91","80","The hospital indicated that the data submitted for this measure were based on a sample of cases","80","44","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050633","TWIN CITIES COMMUNITY HOSPITAL","1100 LAS TABLAS RD","","","TEMPLETON","CA","93465","SAN LUIS OBISPO","8054343500","100","115","","98","125",""
"050046","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","","","OJAI","CA","93023","VENTURA","8056402280","96","24","The number of cases is too small to reliably tell how well a hospital is performing","81","16","The number of cases is too small to reliably tell how well a hospital is performing"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","","","ORANGE","CA","92868","ORANGE","7146339111","100","294","","95","177",""
"180027","MURRAY-CALLOWAY COUNTY HOSPITAL","803 POPLAR STREET","","","MURRAY","KY","42071","CALLOWAY","2707621100","95","137","","73","153",""
"111316","WARM SPRINGS MEDICAL CENTER","5995 SPRING STREET","","","WARM SPRINGS","GA","31830","MERIWETHER","7066559202","67","12","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","100","14","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"360245","GLENBEIGH","2863 STATE ROUTE 45","","","ROCK CREEK","OH","44084","ASHTABULA","4405633400","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","","","CLINTON","NC","28328","SAMPSON","9105928511","93","121","","94","62",""
"051318","REDWOOD MEMORIAL HOSPITAL","3300 RENNER DRIVE","","","FORTUNA","CA","95540","HUMBOLDT","7074458121","100","56","","98","49",""
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","","","IDAHO FALLS","ID","83404","BONNEVILLE","2085296210","99","174","","99","148",""
"161340","DECATUR COUNTY HOSPITAL","1405 NW CHURCH STREET","","","LEON","IA","50144","DECATUR","6414464871","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","71","14","The number of cases is too small to reliably tell how well a hospital is performing"
"450716","CYPRESS FAIRBANKS MEDICAL CENTER","10655 STEEPLETOP DRIVE","","","HOUSTON","TX","77065","HARRIS","2818973100","99","153","","99","110",""
"370022","JACKSON COUNTY MEMORIAL HOSPITAL"," 1200 EAST PECAN ST","","","ALTUS","OK","73523","JACKSON","5803795000","99","71","","93","73",""
"340040","VIDANT MEDICAL CENTER","2100 STANTONSBURG RD, PO BOX 6028","","","GREENVILLE","NC","27835","PITT","2528474100","96","524","","97","203",""
"181318","THE MEDICAL CENTER AT FRANKLIN","1100 BROOKHAVEN ROAD","","","FRANKLIN","KY","42135","SIMPSON","2705984800","100","30","","90","62",""
"050280","MERCY MEDICAL CENTER REDDING","2175 ROSALINE AVE, CLAIRMONT HGTS","","","REDDING","CA","96001","SHASTA","5302256102","97","174","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","138","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"471306","SPRINGFIELD HOSPITAL","PO BOX 2003","","","SPRINGFIELD","VT","05156","WINDSOR","8028852151","99","132","","98","103",""
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","","","MAYWOOD","IL","60153","COOK","7082169000","100","221","","100","84",""
"310014","COOPER UNIVERSITY HOSPITAL","1 COOPER PLAZA","","","CAMDEN","NJ","08103","CAMDEN","8563422000","99","189","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","93","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"450875","QUAIL CREEK SURGICAL HOSPITAL","6819 PLUM CREEK","","","AMARILLO","TX","79124","POTTER","8063546100","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","","","VALDOSTA","GA","31603","LOWNDES","2293331020","99","198","","94","137",""
"271344","SIDNEY HEALTH CENTER","216 14TH AVE SW","","","SIDNEY","MT","59270","RICHLAND","4064882100","100","18","The number of cases is too small to reliably tell how well a hospital is performing","93","28",""
"210011","SAINT AGNES HOSPITAL","900 CATON AVENUE","","","BALTIMORE","MD","21229","BALTIMORE CITY","4103682101","96","253","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","117","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"281333","ROCK COUNTY HOSPITAL","102 EAST SOUTH STREET","","","BASSETT","NE","68714","ROCK","4026843366","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"051317","ST HELENA HOSPTIAL-CLEARLAKE","15630 18TH AVE - HWY 53","","","CLEARLAKE","CA","95422","LAKE","7079946486","100","77","","97","72",""
"450497","BOWIE MEMORIAL HOSPITAL","705 EAST GREENWOOD AV","","","BOWIE","TX","76230","MONTAGUE","9408721126","77","31","The hospital indicated that the data submitted for this measure were based on a sample of cases","78","27","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"111326","LOUIS SMITH MEMORIAL HOSPITAL","116 WEST THIGPEN AVENUE","","","LAKELAND","GA","31635","LANIER","2294828402","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","","","CHARLOTTE","NC","28203","MECKLENBURG","7043552000","97","180","","98","123",""
"450073","COGDELL MEMORIAL HOSPITAL","1700 COGDELL BLVD","","","SNYDER","TX","79549","SCURRY","3255747437","100","28","","91","22","The number of cases is too small to reliably tell how well a hospital is performing"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","","","ASHEBORO","NC","27204","RANDOLPH","3366255151","95","132","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","100","The hospital indicated that the data submitted for this measure were based on a sample of cases"
